ZONA PORTUARIA;SOCIEDAD PORTUARIA;TIPO DE CARGA;EXPORTACION;IMPORTACIÓN;TRANSBORDO;TRANSITO INTERNACIONAL;FLUVIAL;CABOTAJE;AÑO VIGENCIA;MES VIGENCIA
CARTAGENA;PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.;GRANEL LIQUIDO;0;3022;0;;;;2019;3
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;0;0;0;;;35410;2018;7
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;208031;283708;0;;;;2018;4
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;252931;0;;;184961;2020;10
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;1862;2019;1
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;29339;0;;;;2019;2
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;4750;27979;0;;;;2020;2
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;422;3397;0;;;7086;2018;3
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2659662;0;0;;;;2018;5
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;56;324;;;1180;2018;8
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;71382;0;;;;2018;1
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;61000;98373;284909;;;;2018;9
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;760847;0;0;;;;2019;6
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2188;0;;;;2018;11
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;12;115;;;661;2018;12
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;78161;0;;;;2019;11
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;4813;2018;4
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;0;2389;0;;;;2019;10
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;5023;0;;;;2020;10
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6538;0;;;;2019;3
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2658282;0;0;;;;2018;9
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;121901;185526;1177493;;;;2018;12
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;28313;0;;;;2019;8
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;21740;0;;;;2020;3
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;170219;0;;;;2018;4
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;318153;0;0;;;292;2020;3
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;112518;0;;;;2019;7
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;10000;250454;0;;;;2020;11
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;0;0;;2420;;2020;3
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;33343;0;0;;;;2019;7
CARTAGENA;SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.;GRANEL LIQUIDO;152;0;0;;;;2018;8
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;15481;0;;;;2020;4
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;17826;0;;;;2019;7
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;251987;216615;0;;;98519;2018;2
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;217;1066;0;;;5825;2020;7
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;27185;12597;0;;;20256;2019;9
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;30839;0;0;;;;2019;5
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;82464;0;0;;;;2018;4
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;6;131;2;;;;2019;11
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;61488;0;;;;2019;5
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;111991;0;;;;2019;10
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;12049;7479;0;;;;2018;8
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1587815;0;0;;;;2019;2
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;7353;0;0;;;;2019;7
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6516;0;;;;2020;3
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;5468;10455;307;;;304;2020;2
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;20316;0;0;;;;2020;2
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;217657;0;0;;;;2019;11
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;142;0;;;4340;2018;7
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2573637;0;0;;;;2019;12
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;3795;0;0;;;;2020;12
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1738839;0;0;;;;2018;5
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;335685;159262;0;;;143101;2018;8
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;0;2019;5
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;30598;0;;;;2019;2
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;300;0;0;;;;2019;1
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;74080;0;;;;2020;11
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;9560;0;;;;2018;3
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;21564;0;0;;;13367;2018;11
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;48558;0;;;;2019;7
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;1164848;0;0;;;;2018;8
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;133086;0;0;;;;2019;11
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;136;;2019;1
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;290594;0;;;;2018;4
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;157043;142734;19633;;;;2020;10
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;66352;0;;;;2019;7
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CARBON AL GRANEL;13210;0;0;;;;2020;4
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;167244;236706;1349546;;;68055;2020;11
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;55000;0;0;;;;2020;10
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;3073927;0;0;;;;2018;8
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;122541;0;0;;;;2020;10
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1593374;0;0;;;;2018;6
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;689339;0;0;;;;2018;11
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;3499;7054;0;;;;2020;10
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;14712;0;;;;2020;10
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;286096;0;;;;2020;10
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;25748;29855;7644;18144;;;2018;6
CARTAGENA;COREMAR SHOREBASE SA;GRANEL LIQUIDO;0;0;0;;2560;;2018;9
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1698;2018;12
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;43955;186615;0;;;19330;2020;4
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2265;2018;6
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;847436;0;0;;;52632;2018;4
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;6983;0;;;2071;2018;4
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;26404;154;0;;;;2019;10
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;3398;0;0;;;;2018;5
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;301243;0;;;198920;2020;11
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;24662;11076;0;;;661;2018;7
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;39211;0;;;;2019;2
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;34089;0;0;;;;2020;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;5040;20969;1595;;;;2019;4
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;221;0;;;;2020;8
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GENERAL;0;0;0;;3319;;2018;9
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2829171;0;0;;;;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;37433;0;;;;2020;1
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;33031;0;0;;;;2019;9
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1876792;0;0;;;;2019;11
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;81;11;0;;;;2020;8
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;0;4780;0;;;;2019;10
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;596446;0;0;;;;2018;4
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;16688;0;;;;2018;8
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;100;98942;0;;;578;2019;4
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;49646;0;;;;2019;4
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2095;0;;;;2019;3
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;2895;0;;;;2020;8
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1214772;0;0;;;;2018;12
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;412;2721;0;;;5995;2019;4
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;5000;27778;0;;;;2019;6
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;398717;1847;0;;;82952;2019;12
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;71205;25000;0;;;;2018;2
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;1229;12411;2822;;;;2020;3
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;29115;0;;;;2019;1
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6548;0;;;;2018;12
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;694255;0;0;;;;2019;9
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;245780;0;;;;2020;11
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;145350;0;0;;;;2018;7
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;47262;0;;;;2019;3
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;89872;0;;;;2020;1
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;50922;0;;;;2019;9
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;4157;0;0;;;438;2020;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;25955;0;;;;2019;10
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;30816;0;;;;2018;6
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;483;2282;0;;;5530;2019;5
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;32999;0;0;;;;2020;9
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;3147;14218;0;;;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;2000;4240;0;;;;2019;1
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;27105;9582;0;;;31023;2020;2
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;0;90;4;;;;2020;6
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;13408;0;;;;2019;9
CARTAGENA;SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.;GRANEL LIQUIDO;7311;0;0;;;;2018;1
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;79634;153215;24380;;;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;0;5896;0;;;;2019;10
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;76704;95651;288157;;;;2019;3
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;105462;0;;;;2019;12
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;0;15072;0;;;;2020;12
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;2100;6003;0;;;;2019;7
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;40506;82505;68;338;;416;2019;10
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;3469;0;;;;2020;9
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2846110;0;0;;;;2018;2
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;92;0;;;5881;2019;8
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL LIQUIDO;0;1985;0;;;;2018;7
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GENERAL;0;0;0;;;7000;2020;9
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;0;2019;3
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;4948;0;;;2851;2019;11
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;6250;3181;0;;;1655;2018;7
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;66758;0;;;;2019;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;2442;16071;0;;;;2018;4
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;40109;62874;45;42;;0;2020;10
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;22259;38228;0;;;;2019;12
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;2172;2020;8
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;33402;5500;0;;;;2020;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;48298;24755;843;;;493;2018;11
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;45999;64527;287005;;;;2018;3
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;6756;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;62581;0;;;;2019;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;52106;165003;0;;;8518;2020;7
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GENERAL;0;0;0;;;79;2019;4
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;10354;17797;4922;23684;;;2020;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;120953;90412;24404;;;;2020;6
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;0;0;0;;;;2018;7
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;26722;82661;30983;;;;2019;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;166691;224022;563865;;;;2018;12
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;64023;119502;7605;;;;2020;3
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;4598;0;0;;;5228;2020;5
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;16354;21368;9448;30478;;;2019;9
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;44084;;2019;1
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;44154;0;;;;2019;3
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;108;0;0;;;;2018;1
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;24388;0;;;;2020;4
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;11000;38200;0;;;;2019;12
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;110078;0;0;;;;2018;3
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;1415;0;;;;2020;12
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;16114;27385;11525;38672;;;2018;11
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GENERAL;0;6000;0;;;;2019;5
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;14916;7064;0;;;28540;2020;3
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;863472;0;0;;;;2020;3
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL LIQUIDO;5086;0;0;;;;2018;3
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;40973;102207;0;;;201;2018;7
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;3995;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;58470;0;;;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;40217;62789;0;202;;0;2018;6
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;39087;0;;;;2019;10
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;78780;0;;;;2020;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;6128;0;0;;;;2019;3
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;97090;0;;;;2019;11
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;39663;0;;;;2019;11
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;2828;1412;0;;;;2019;4
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;103975;0;;;;2018;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;163459;0;;;;2019;3
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;47765;45000;0;;;;2019;11
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;9132;0;;;;2018;1
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;890;0;;;2762;2018;1
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;125859;0;0;;;;2019;1
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;83938;58899;0;;;;2019;7
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;39;0;;;;2019;2
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;68782;100573;19216;;;;2019;11
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;4531;0;0;;;3132;2020;11
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;43;222;0;;;;2018;12
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;6664;20393;0;;;4554;2018;2
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6517;0;;;;2019;2
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;8341;0;;;;2019;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;47787;0;;;;2018;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;35693;6386;0;;;;2018;7
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;5528;72722;0;;;;2020;9
BARRANQUILLA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;3851;2018;5
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GENERAL;0;0;0;;2025;;2019;2
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;3378;2019;3
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;253837;0;;;;2019;9
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;0;254;;;55;2020;1
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;11049;17603;0;;;;2018;2
