ZONA PORTUARIA;SOCIEDAD PORTUARIA;TIPO DE CARGA;EXPORTACION;IMPORTACIÓN;TRANSBORDO;TRANSITO INTERNACIONAL;FLUVIAL;CABOTAJE;AÑO VIGENCIA;MES VIGENCIA
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;1000;0;;;;2018;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;35060;28951;3161;;;249;2018;12
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;1272;0;;;;2019;8
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;706;2020;5
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;809;3900;1085;;;286;2018;1
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;660;2183;0;5;;5936;2018;6
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GENERAL;0;0;0;;2050;;2019;4
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;2633;0;;;2330;2020;10
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;123698;;2018;11
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;361724;0;;;;2019;1
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;70229;0;;;;2019;10
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;19731;22218;8341;14881;;;2019;2
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;57092;173473;0;;;16483;2020;8
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7062;2020;3
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2751;2020;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;9747;0;0;;;;2020;12
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7224;2018;4
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;94772;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;162044;31095;0;;;;2019;5
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;88969;0;0;;;;2018;3
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GENERAL;0;0;0;;;11445;2018;10
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;112004;;2018;10
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2901489;0;0;;;;2019;6
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;56318;21755;25;;;23383;2020;2
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;116359;0;;;;2018;8
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;87804;0;0;;;;2020;10
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;42309;0;;;;2019;5
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;98;186;0;;;;2020;11
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;5500;27843;0;;;;2019;8
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;280;0;;;;2020;3
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;5081;2018;6
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;10763;0;;;208;2019;3
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;36937;0;;;;2019;6
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;19;0;;;1401;2020;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;380956;0;0;;;;2018;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;12965;0;;;;2018;12
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;14318;39206;0;;;;2018;5
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;51414;;2020;3
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;7724;0;;;;2019;4
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;7146;0;;;;2018;11
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1176637;0;0;;;;2018;6
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;144077;0;0;;;;2018;6
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL SOLIDO DIFER. DE CARBON;0;6958;0;;;;2020;5
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;16742;10668;0;;;4812;2019;6
CARTAGENA;SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.;GRANEL LIQUIDO;8449;0;0;;;;2018;6
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;993;17117;0;;;;2019;8
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2171450;0;0;;;;2019;4
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;69760;0;;;;2019;5
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;8963;2019;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;53300;0;;;;2020;4
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;130925;31153;0;;;;2019;2
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;9416;0;0;;;;2019;9
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;0;128;0;;;;2020;6
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;3494;4884;0;;;;2018;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;156528;0;;;;2020;8
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;30266;0;0;;;;2020;4
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;813744;0;0;;;;2020;1
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;58920;0;;;;2018;2
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2812551;0;0;;;;2018;3
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;5285;0;0;;265;2208;2018;4
CARTAGENA;COREMAR SHOREBASE SA;GENERAL;0;0;0;;;96;2020;2
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;88796;;2018;3
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;139;;2018;12
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2833825;0;0;;;;2020;4
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;CARBON AL GRANEL;35976;0;0;;;;2018;1
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;61409;167251;0;;;347;2019;10
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;75;0;;;4062;2018;10
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;160491;31114;0;;;;2019;12
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;50296;0;0;;;;2019;10
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;18519;0;0;;;;2019;6
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;347705;140391;0;;;132418;2018;10
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;32232;0;;;;2019;2
SAN ANDRES;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4541;2019;4
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;109901;151614;49223;;;;2020;5
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;746610;0;0;;;;2020;8
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2657;0;;;;2019;8
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;2203;8844;268;;;1236;2018;5
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL LIQUIDO;0;2094;0;;;;2018;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;48354;0;;;;2019;6
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;774;26358;788;;;;2018;6
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;20925;0;0;;;;2020;7
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;20732;36751;0;;;11479;2018;12
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;29283;0;;;;2020;12
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;280876;0;;;162145;2018;6
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;10869;35600;0;;;;2019;8
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;15869;196;0;;;;2019;1
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;52759;62672;0;;;;2020;11
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;12035;15846;7149;23102;;;2019;12
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;26112;26579;919;;;23453;2019;12
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;0;153;10;;;;2019;6
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;4492;0;;;;2020;9
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;1501;0;0;;;;2018;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;182511;212286;419854;;;;2018;11
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;7500;0;0;;;1329;2019;1
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;97;;2019;6
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;0;74;0;;;;2019;5
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;78539;0;;;;2020;2
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;58105;0;0;;;;2018;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;34922;0;;;;2020;9
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1035442;0;0;;;;2019;5
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;0;1;378;;;;2020;6
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;207740;0;;;905;2020;4
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;4125;2020;3
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;2;0;;;;2019;5
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;35861;0;;;;2020;12
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;10537;0;;;;2018;11
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;9500;264956;0;;;;2020;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;42048;37483;0;;;;2020;4
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;CARBON AL GRANEL;34406;0;0;;;;2018;5
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;0;4093;0;;;7457;2019;12
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;86698;;2020;7
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;5416;0;0;;;17779;2020;11
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;10176;7149;0;;;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;0;59236;0;;;1105;2020;3
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;619;2561;0;;;6653;2020;2
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;55207;0;0;;;;2019;4
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;152;0;;;5393;2018;9
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;52899;;2019;2
BARRANQUILLA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;990;2018;6
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;0;710;0;;;;2019;5
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;46;0;0;;;;2020;7
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;23480;0;;;;2018;12
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;64643;0;0;;;;2019;12
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;137426;0;0;;;;2019;1
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;494;2457;0;;;9206;2020;12
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;632;400;;;;2020;12
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;24013;0;;;;2020;1
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GENERAL;0;0;0;;;7000;2020;1
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;136772;216510;1270050;;;70353;2020;1
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;57841;0;;;;2020;11
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;2653;13523;0;;;;2018;1
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;62116;0;;1547;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;11003;0;;;;2018;12
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;245690;6022;0;;;143832;2020;7
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;30627;0;0;;;;2019;3
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GENERAL;0;0;0;;122;;2020;8
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;8850;0;;;;2019;7
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;40367;60662;63;144;;67;2020;3
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;395;28787;0;346;;;2018;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;3769;1041;0;;;;2018;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;55794;0;;;;2019;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;10515;0;0;;;;2020;6
SAN ANDRES;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7299;2019;5
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;581;2526;0;;;5092;2018;2
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CARBON AL GRANEL;0;81892;0;;;;2018;3
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;53087;25546;4833;;;20518;2020;1
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;24440;0;;;;2020;11
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;8512;0;;;29131;2018;7
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1985836;0;0;;;;2019;6
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;62857;45251;813;;;17052;2019;9
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;103503;;2020;12
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;CONTENEDORES;94998;114066;453177;;;15181;2020;7
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;5169;5775;0;;;;2019;7
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;873;258;;;;2020;9
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;0;;2020;5
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;19009;21707;11160;21215;;;2019;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;59000;0;0;;;;2020;12
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;0;5501;0;;;;2020;6
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2615;0;;;;2019;10
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;72769;243927;0;;;6921;2019;12
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;20954;0;0;;;1681;2018;12
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;22000;0;0;;;;2019;8
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;87805;0;;;;2020;10
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;25366;1;0;;;;2020;8
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;3004;0;;;2090;2018;7
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;82648;0;0;;;;2019;6
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;2061;0;;;409;2020;6
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;90619;0;0;;;;2019;8
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;93429;0;0;;;;2019;9
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;16152;0;;;;2018;3
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;180783;273446;1466526;;;88989;2020;12
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;3248;2020;8
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;24421;0;;;;2018;9
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;3675;2019;7
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GENERAL;0;0;0;;;15796;2020;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;47507;10001;0;;;546;2020;4
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;5500;9732;0;;;503;2019;8
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;3329;8955;0;100;;;2018;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;16;14995;0;;;938;2019;6
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;177611;0;;;;2020;9
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;7349;2019;8
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;895937;0;0;;;;2019;8
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;48533;19955;1329;;;2047;2019;1
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;74793;0;;;;2018;5
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;15960;13927;0;;;13990;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;88048;0;;;;2019;5
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;2957;0;;;;2019;1
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2924916;0;0;;;;2019;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;53435;0;;;;2020;12
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;11698;0;0;;;10257;2020;9
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;13548;10821;0;;;;2018;2
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;145;0;;;3326;2019;2
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;26;24663;0;;;;2018;10
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;24877;101691;0;;;;2018;9
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;0;36;11;;;;2020;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL SOLIDO DIFER. DE CARBON;0;211782;0;;;;2018;5
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;5;67882;0;;12762;1415;2018;3
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;15332;10764;0;;;;2019;5
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;40642;0;0;;;;2020;12
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;64285;0;;;;2018;2
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;0;1;551;;;;2020;12
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;313764;0;;;117399;2018;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;6;14050;0;;;992;2019;7
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;11650;0;0;;;;2020;7
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;1390649;0;0;;;;2019;9
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GENERAL;0;7000;0;;;;2019;11
CARTAGENA;COREMAR SHOREBASE SA;GENERAL;0;0;0;;;85;2020;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;41431;0;;;;2020;7
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;7376;15284;0;;10521;;2020;4
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;901;2019;5
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;17651;0;;;;2018;11
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;31270;0;;;;2020;7
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GENERAL;0;0;0;;;6689;2018;1
